,name,url,rating,coordinates.latitude,coordinates.longitude,location.city
173,Auberge Ramstein,https://www.yelp.com/biz/auberge-ramstein-scherwiller?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,48.2912162,7.4244655,Scherwiller
174,Hôtel Restaurant Au Lion,https://www.yelp.com/biz/h%C3%B4tel-restaurant-au-lion-ribeauvill%C3%A9-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.0,48.19603,7.3168,Ribeauvillé
175,Au Fief du Château,https://www.yelp.com/biz/au-fief-du-ch%C3%A2teau-orschwiller-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,48.241157,7.382441,Orschwiller
176,Hôtel Le Ménestrel,https://www.yelp.com/biz/h%C3%B4tel-le-m%C3%A9nestrel-ribeauville-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,1.0,48.18847,7.325,Ribeauville
177,Auberge Frankenbourg,https://www.yelp.com/biz/auberge-frankenbourg-la-vancelle?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.28295,7.263267,La Vancelle
178,Le Verger des Châteaux,https://www.yelp.com/biz/le-verger-des-ch%C3%A2teaux-dieffenthal?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.30669346,7.41922714,Dieffenthal
179,Hôtel le Clos Saint-Vincent,https://www.yelp.com/biz/h%C3%B4tel-le-clos-saint-vincent-ribeauvill%C3%A9?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.199542,7.324981,Ribeauvillé
180,Le Melkerhof,https://www.yelp.com/biz/le-melkerhof-thannenkirch-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.230986,7.292687,Thannenkirch
181,Au Touring Hôtel Restaurant,https://www.yelp.com/biz/au-touring-h%C3%B4tel-restaurant-thannenkirch-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.2306537,7.3022878,Thannenkirch
182,Hotel Haut Koenigsbourg,https://www.yelp.com/biz/hotel-haut-koenigsbourg-thannenkirch-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.2316,7.3022,Thannenkirch
183,La Cour du Bailli,https://www.yelp.com/biz/la-cour-du-bailli-bergheim-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.20567,7.35944,Bergheim
184,Hôtel Le Colombier,https://www.yelp.com/biz/h%C3%B4tel-le-colombier-colmar-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.07378,7.35819,Colmar
185,Saint-Martin,https://www.yelp.com/biz/saint-martin-colmar?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.0764219,7.3593142,Colmar
186,Hôtel le Marechal,https://www.yelp.com/biz/h%C3%B4tel-le-marechal-colmar-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.07374,7.35673,Colmar
187,Hotel Mercure Champ de Mars,https://www.yelp.com/biz/hotel-mercure-champ-de-mars-colmar?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.0754488,7.353557,Colmar
188,James Boutique Hôtel,https://www.yelp.com/biz/james-boutique-h%C3%B4tel-colmar-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.0793513,7.364207,Colmar
189,Best Western Grand Hôtel Bristol,https://www.yelp.com/biz/best-western-grand-h%C3%B4tel-bristol-colmar-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.074765,7.348663,Colmar
190,Hôtel Quatorze,https://www.yelp.com/biz/h%C3%B4tel-quatorze-colmar-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.076357,7.356637,Colmar
191,Le Républicain,https://www.yelp.com/biz/le-r%C3%A9publicain-colmar?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.0765354,7.3500163,Colmar
192,Le Rapp,https://www.yelp.com/biz/le-rapp-colmar-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.07642,7.35605,Colmar
193,La Maison des Têtes - Relais & Château - Hôtel,https://www.yelp.com/biz/la-maison-des-t%C3%AAtes-relais-et-ch%C3%A2teau-h%C3%B4tel-colmar?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.07863,7.35554,Colmar
194,Hôtel Mercure Colmar Centre Unterlinden,https://www.yelp.com/biz/h%C3%B4tel-mercure-colmar-centre-unterlinden-colmar-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,48.0810801,7.3572093,Colmar
195,Colombier Suites,https://www.yelp.com/biz/colombier-suites-colmar?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.0739571089813,7.35836148262024,Colmar
196,Hôtel Ibis,https://www.yelp.com/biz/h%C3%B4tel-ibis-colmar-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.0,48.0791975,7.363501,Colmar
197,Amiral Hôtel,https://www.yelp.com/biz/amiral-h%C3%B4tel-colmar?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.0767835,7.3553642,Colmar
198,Etap'hotel,https://www.yelp.com/biz/etap-hotel-colmar?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.5,48.07980153,7.3525734,Colmar
199,Hôtel,https://www.yelp.com/biz/h%C3%B4tel-colmar-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.0,48.0771968,7.3493932,Colmar
200,La Rose d'Argent - Apparthotel Odalys,https://www.yelp.com/biz/la-rose-d-argent-apparthotel-odalys-colmar?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.0788767,7.36534,Colmar
201,Le Jardin du Bonheur,https://www.yelp.com/biz/le-jardin-du-bonheur-colmar?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.080512,7.3641885,Colmar
202,Hotel Colmar,https://www.yelp.com/biz/hotel-colmar-colmar-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.07065,7.34654,Colmar
203,Hôtel Turenne,https://www.yelp.com/biz/h%C3%B4tel-turenne-colmar-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,48.071942,7.360586,Colmar
204,La Ferme du Pape,https://www.yelp.com/biz/la-ferme-du-pape-eguisheim-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,48.0422,7.30951,Eguisheim
205,James Boutique Hôtel,https://www.yelp.com/biz/james-boutique-h%C3%B4tel-colmar-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.0793513,7.364207,Colmar
206,Des Deux Clefs,https://www.yelp.com/biz/des-deux-clefs-turckheim?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.08744,7.27799,Turckheim
207,Hôtel Le Colombier,https://www.yelp.com/biz/h%C3%B4tel-le-colombier-colmar-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.07378,7.35819,Colmar
208,Auberge Alsacienne,https://www.yelp.com/biz/auberge-alsacienne-eguisheim?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,48.042334,7.307829,Eguisheim
209,Hôtel le Marechal,https://www.yelp.com/biz/h%C3%B4tel-le-marechal-colmar-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.07374,7.35673,Colmar
210,Saint-Martin,https://www.yelp.com/biz/saint-martin-colmar?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.0764219,7.3593142,Colmar
211,Hôtel-Restaurant Au Dolder,https://www.yelp.com/biz/h%C3%B4tel-restaurant-au-dolder-riquewihr-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.1671,7.29641,Riquewihr
212,Hôtel Europe,https://www.yelp.com/biz/h%C3%B4tel-europe-horbourg-wihr-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,48.0773,7.40307,Horbourg Wihr
213,Abstecher ins Oberelsass,https://www.yelp.com/biz/abstecher-ins-oberelsass-eguisheim?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.0423,7.30663,Eguisheim
214,Hostellerie du Château,https://www.yelp.com/biz/hostellerie-du-ch%C3%A2teau-eguisheim-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,1.0,48.0424859,7.3064546,Eguisheim
215,Château d'Isenbourg,https://www.yelp.com/biz/ch%C3%A2teau-d-isenbourg-rouffach-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,47.9618313,7.2930653,Rouffach
216,Hotel Mercure Champ de Mars,https://www.yelp.com/biz/hotel-mercure-champ-de-mars-colmar?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.0754488,7.353557,Colmar
217,Best Western Grand Hôtel Bristol,https://www.yelp.com/biz/best-western-grand-h%C3%B4tel-bristol-colmar-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.074765,7.348663,Colmar
218,Hôtel Aux Bruyères Restaurant,https://www.yelp.com/biz/h%C3%B4tel-aux-bruy%C3%A8res-restaurant-orbey-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.1262562,7.1595508,Orbey
219,La Maison des Têtes - Relais & Château - Hôtel,https://www.yelp.com/biz/la-maison-des-t%C3%AAtes-relais-et-ch%C3%A2teau-h%C3%B4tel-colmar?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.07863,7.35554,Colmar
220,Hôtel la Verte Vallée,https://www.yelp.com/biz/h%C3%B4tel-la-verte-vall%C3%A9e-munster?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.0413891,7.1424244,Munster
221,Hôtel Roess Hohrodberg,https://www.yelp.com/biz/h%C3%B4tel-roess-hohrodberg-hohrod-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.0653,7.13422,Hohrod
222,Hôtel Quatorze,https://www.yelp.com/biz/h%C3%B4tel-quatorze-colmar-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.076357,7.356637,Colmar
223,Hôtel-Restaurant les Alisiers,https://www.yelp.com/biz/h%C3%B4tel-restaurant-les-alisiers-lapoutroie-5?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,48.144272,7.166904,Lapoutroie
224,Ibis Besançon La City,https://www.yelp.com/biz/ibis-besan%C3%A7on-la-city-besancon-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,47.235445,6.014946,Besancon
225,Hôtel Ibis Styles Besançon,https://www.yelp.com/biz/h%C3%B4tel-ibis-styles-besan%C3%A7on-besan%C3%A7on?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.5,47.2543488,6.0209225,Besançon
226,Hôtel Ibis Besançon Centre Ville,https://www.yelp.com/biz/h%C3%B4tel-ibis-besan%C3%A7on-centre-ville-besan%C3%A7on?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,47.240418,6.026073,Besançon
227,De Lys et D'Ivoire,https://www.yelp.com/biz/de-lys-et-d-ivoire-besan%C3%A7on?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,47.2371,6.02754,Besançon
228,Hôtel Mercure Besancon Parc Micaud,https://www.yelp.com/biz/h%C3%B4tel-mercure-besancon-parc-micaud-besan%C3%A7on-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,47.2424501839738,6.03190068432821,Besançon
229,Siatel,https://www.yelp.com/biz/siatel-besan%C3%A7on?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.5,47.259248,6.00831,Besançon
230,Campanile Valentin,https://www.yelp.com/biz/campanile-valentin-besan%C3%A7on-cedex?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.0,47.2779670391207,5.99319487810135,Besançon Cedex
231,Restaurant Gervais Pape,https://www.yelp.com/biz/restaurant-gervais-pape-chenecey-buillon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,47.14076,5.95681,Chenecey Buillon
232,Hôtel Florel,https://www.yelp.com/biz/h%C3%B4tel-florel-besan%C3%A7on-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,47.247437,6.023878,Besançon
233,Hôtel Granvelle,https://www.yelp.com/biz/h%C3%B4tel-granvelle-besan%C3%A7on-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,47.231519,6.026554,Besançon
234,La Malate,https://www.yelp.com/biz/la-malate-besan%C3%A7on?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,47.2265486,6.0506327,Besançon
235,Campanile,https://www.yelp.com/biz/campanile-besan%C3%A7on?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,47.2167009,5.9428917,Besançon
236,Hôtel du Nord,https://www.yelp.com/biz/h%C3%B4tel-du-nord-besan%C3%A7on-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,47.2373199,6.02592,Besançon
237,Hôtel Moncey,https://www.yelp.com/biz/h%C3%B4tel-moncey-besan%C3%A7on?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,47.2372738,6.0257246,Besançon
238,Campanile,https://www.yelp.com/biz/campanile-ecole-valentin?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,47.27757,5.99332,Ecole Valentin
239,Hôtel Siatel Aragon,https://www.yelp.com/biz/h%C3%B4tel-siatel-aragon-besan%C3%A7on?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,47.2164,5.94141,Besançon
240,Hotel Kyriad,https://www.yelp.com/biz/hotel-kyriad-besan%C3%A7on?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,1.0,47.2633556,6.0517729,Besançon
241,La Malate,https://www.yelp.com/biz/la-malate-besan%C3%A7on-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.5,47.2318713719544,6.05995272755127,Besançon
242,Citéa,https://www.yelp.com/biz/cit%C3%A9a-besan%C3%A7on-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.0,47.2357129,6.0142776,Besançon
243,Hôtel du Palais,https://www.yelp.com/biz/h%C3%B4tel-du-palais-dijon-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,47.31938,5.04226,Dijon
244,Hotel Ibis Central,https://www.yelp.com/biz/hotel-ibis-central-dijon-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,47.3231155,5.0372461,Dijon
245,Hôtel Philippe le Bon,https://www.yelp.com/biz/h%C3%B4tel-philippe-le-bon-dijon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,47.318368,5.037997,Dijon
246,Appart'Hôtel Odalys les Cordeliers,https://www.yelp.com/biz/appart-h%C3%B4tel-odalys-les-cordeliers-dijon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,47.3182769815708,5.04015706479549,Dijon
247,Hôtel de la Cloche - Sofitel Dijon,https://www.yelp.com/biz/h%C3%B4tel-de-la-cloche-sofitel-dijon-dijon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,47.323613,5.034099,Dijon
248,B&B Hôtel Dijon Centre,https://www.yelp.com/biz/b-et-b-h%C3%B4tel-dijon-centre-dijon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,47.323402,5.0374624,Dijon
249,Hôtel Wilson,https://www.yelp.com/biz/h%C3%B4tel-wilson-dijon-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,47.3161315,5.0424909,Dijon
250,Le Jacquemart,https://www.yelp.com/biz/le-jacquemart-dijon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,47.32357,5.0435537,Dijon
251,Hôtel Mercure Dijon Clemenceau,https://www.yelp.com/biz/h%C3%B4tel-mercure-dijon-clemenceau-dijon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,47.3281022,5.0512723,Dijon
252,Hôtel des Ducs,https://www.yelp.com/biz/h%C3%B4tel-des-ducs-dijon-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,47.32189,5.04356,Dijon
253,Chez Marco,https://www.yelp.com/biz/chez-marco-dijon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,47.322047,5.04148,Dijon
254,Hôtel Lamartine,https://www.yelp.com/biz/h%C3%B4tel-lamartine-dijon-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,47.3210118,5.0399592,Dijon
255,Hôtel le Sauvage,https://www.yelp.com/biz/h%C3%B4tel-le-sauvage-dijon-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,47.3190240855403,5.03419116139412,Dijon
256,Hôtel Oceania le Jura,https://www.yelp.com/biz/h%C3%B4tel-oceania-le-jura-dijon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.5,47.323481,5.03041,Dijon
257,Hotel Montchapet,https://www.yelp.com/biz/hotel-montchapet-dijon-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,47.327316,5.0333234,Dijon
258,Hotel Monge,https://www.yelp.com/biz/hotel-monge-dijon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.0,47.3196096,5.0356038,Dijon
259,République,https://www.yelp.com/biz/r%C3%A9publique-dijon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,47.3257284,5.0447871,Dijon
260,Hotel de Region - Bourgogne,https://www.yelp.com/biz/hotel-de-region-bourgogne-dijon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,47.32614,5.04239,Dijon
