,name,url,rating,coordinates.latitude,coordinates.longitude,location.city
84,Hôtel de Paris,https://www.yelp.com/biz/h%C3%B4tel-de-paris-rouen-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,49.43861,1.09128,Rouen
85,Hôtel Dandy,https://www.yelp.com/biz/h%C3%B4tel-dandy-rouen-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,49.445124,1.086959,Rouen
86,Etap Hôtel Rouen Centre Rive Gauche,https://www.yelp.com/biz/etap-h%C3%B4tel-rouen-centre-rive-gauche-rouen?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,49.424756,1.068179,Rouen
87,Station cy'clic Hôtel de Ville,https://www.yelp.com/biz/station-cy-clic-h%C3%B4tel-de-ville-rouen?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,1.0,49.4417382,1.1033339,Rouen
88,Hôtel des Carmes,https://www.yelp.com/biz/h%C3%B4tel-des-carmes-rouen-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,49.4422563,1.0955219,Rouen
89,Four Seasons Hôtel George V,https://www.yelp.com/biz/four-seasons-h%C3%B4tel-george-v-paris-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.868864,2.300683,Paris
90,Park Hyatt Paris-Vendome,https://www.yelp.com/biz/park-hyatt-paris-vendome-paris-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.86881,2.33058,Paris
91,Hotel de Londres Eiffel,https://www.yelp.com/biz/hotel-de-londres-eiffel-paris-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.85811,2.30145,Paris
92,Hôtel Relais Saint Germain,https://www.yelp.com/biz/h%C3%B4tel-relais-saint-germain-paris-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.851896,2.338944,Paris
93,Relais Christine,https://www.yelp.com/biz/relais-christine-paris-06?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.8543934,2.3401563,Paris 06
94,Hotel Diana,https://www.yelp.com/biz/hotel-diana-paris?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.8498063648816,2.34523773193359,Paris
95,"Shangri-La Hotel, Paris",https://www.yelp.com/biz/shangri-la-hotel-paris-paris-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.8634592,2.2936984,Paris
96,Caron de Beaumarchais,https://www.yelp.com/biz/caron-de-beaumarchais-paris?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.85646,2.356817,Paris
97,The Westin Paris - Vendôme,https://www.yelp.com/biz/the-westin-paris-vend%C3%B4me-paris-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,48.866702,2.327605,Paris
98,La Comtesse,https://www.yelp.com/biz/la-comtesse-paris-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.853865,2.307136,Paris
99,La Chambre du Marais,https://www.yelp.com/biz/la-chambre-du-marais-paris-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.863619,2.360799,Paris
100,Grand Hôtel du Palais Royal,https://www.yelp.com/biz/grand-h%C3%B4tel-du-palais-royal-paris-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.8631096,2.33779,Paris
101,Hôtel Pullman Paris Eiffel Tower,https://www.yelp.com/biz/h%C3%B4tel-pullman-paris-eiffel-tower-paris?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,48.85587,2.29328,Paris
102,K+K Hotel Cayré,https://www.yelp.com/biz/k-k-hotel-cayr%C3%A9-paris-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.8556,2.32551,Paris
103,Best Western Premier Louvre Saint-Honore,https://www.yelp.com/biz/best-western-premier-louvre-saint-honore-paris-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.86181,2.34073,Paris
104,Hôtel du Louvre,https://www.yelp.com/biz/h%C3%B4tel-du-louvre-paris-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.8630325731269,2.33557060926205,Paris
105,Hotel Dauphine Saint-Germain,https://www.yelp.com/biz/hotel-dauphine-saint-germain-paris-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.8544792,2.339028,Paris
106,Paris Marriott Champs Elysées Hôtel,https://www.yelp.com/biz/paris-marriott-champs-elys%C3%A9es-h%C3%B4tel-paris-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.871632,2.305222,Paris
107,Ritz Paris,https://www.yelp.com/biz/ritz-paris-paris?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.868108,2.328892,Paris
108,Hôtel de Sully,https://www.yelp.com/biz/h%C3%B4tel-de-sully-paris-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.84863,2.34804,Paris
109,Hôtel de Normandie,https://www.yelp.com/biz/h%C3%B4tel-de-normandie-amiens-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,49.89131,2.304248,Amiens
110,Best Western Grand Hôtel de l'Univers,https://www.yelp.com/biz/best-western-grand-h%C3%B4tel-de-l-univers-amiens?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,49.8913385,2.3043739,Amiens
111,Hotel Ibis,https://www.yelp.com/biz/hotel-ibis-amiens-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,49.89228,2.29221,Amiens
112,Holiday Inn Amiens,https://www.yelp.com/biz/holiday-inn-amiens-amiens?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,49.8915286,2.3074364,Amiens
113,Hôtel Victor Hugo,https://www.yelp.com/biz/h%C3%B4tel-victor-hugo-amiens-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,49.8932509,2.3045448,Amiens
114,Hôtel Mercure Amiens Cathédrale,https://www.yelp.com/biz/h%C3%B4tel-mercure-amiens-cath%C3%A9drale-amiens?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,49.895886,2.299679,Amiens
115,Le Saint Louis,https://www.yelp.com/biz/le-saint-louis-amiens?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,49.88982,2.30269,Amiens
116,Hôtel Le Prieuré,https://www.yelp.com/biz/h%C3%B4tel-le-prieur%C3%A9-amiens-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,49.89445,2.30105,Amiens
117,Hôtel au Spatial,https://www.yelp.com/biz/h%C3%B4tel-au-spatial-amiens?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.0,49.891831,2.306045,Amiens
118,Le Mandagon d'Amiens,https://www.yelp.com/biz/le-mandagon-d-amiens-amiens?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,49.8912396,2.3064249,Amiens
119,Hôtel Saint Roch,https://www.yelp.com/biz/h%C3%B4tel-saint-roch-amiens-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,49.8940462,2.2836055,Amiens
120,Victor Hugo,https://www.yelp.com/biz/victor-hugo-amiens?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,49.893136,2.305207,Amiens
121,Le Tartarin,https://www.yelp.com/biz/le-tartarin-amiens?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,49.8936451,2.2833995,Amiens
122,Hôtel All Seasons Amiens Cathedrale,https://www.yelp.com/biz/h%C3%B4tel-all-seasons-amiens-cathedrale-amiens?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,49.896991,2.297312,Amiens
123,Bar de L'Hôtel de Ville,https://www.yelp.com/biz/bar-de-l-h%C3%B4tel-de-ville-amiens-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,49.8936126,2.2946748,Amiens
124,Hôtel Europa,https://www.yelp.com/biz/h%C3%B4tel-europa-lille-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,50.62666,3.068419,Lille
125,Hôtel Clarance,https://www.yelp.com/biz/h%C3%B4tel-clarance-lille-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,50.6388273814396,3.0578139497462,Lille
126,Hôtel Holiday Inn Express,https://www.yelp.com/biz/h%C3%B4tel-holiday-inn-express-lille-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,50.63067,3.05785,Lille
127,Princesse apart'hotel,https://www.yelp.com/biz/princesse-apart-hotel-lille?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,50.6451471,3.0562635,Lille
128,Hôtel Kanaï,https://www.yelp.com/biz/h%C3%B4tel-kana%C3%AF-lille-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,50.6350331652228,3.06421770171562,Lille
129,Urban Hôtel & Spa,https://www.yelp.com/biz/urban-h%C3%B4tel-et-spa-lille?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,50.622744,3.0758693,Lille
130,L'Hermitage Gantois Autograph Collection,https://www.yelp.com/biz/l-hermitage-gantois-autograph-collection-lille?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,50.631259,3.067753,Lille
131,Ibis Styles Lille Centre Grand Place,https://www.yelp.com/biz/ibis-styles-lille-centre-grand-place-lille?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,50.6374807081592,3.0665293214264,Lille
132,B&B Hôtel,https://www.yelp.com/biz/b-et-b-h%C3%B4tel-lille?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,50.627724,3.08199,Lille
133,L'Arbre Voyageur,https://www.yelp.com/biz/l-arbre-voyageur-lille?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,50.639742,3.067427,Lille
134,Hôtel ibis Lille Lomme Centre,https://www.yelp.com/biz/h%C3%B4tel-ibis-lille-lomme-centre-lomme-lez-lille?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,50.646413,3.009427,Lomme-lez-Lille
135,Mercure Lille Centre Vieux Lille,https://www.yelp.com/biz/mercure-lille-centre-vieux-lille-lille?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,50.6417976805094,3.06654723306576,Lille
136,Mister Bed Lille,https://www.yelp.com/biz/mister-bed-lille-lille?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,50.63347,3.06314,Lille
137,Cosy's Appart Hotel,https://www.yelp.com/biz/cosys-appart-hotel-lille?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,50.6322098,3.0466499,Lille
138,Alliance Couvent des Minimes,https://www.yelp.com/biz/alliance-couvent-des-minimes-lille-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,50.63778,3.05423,Lille
139,Ibis Budget,https://www.yelp.com/biz/ibis-budget-lille-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,50.64255,3.0677,Lille
140,Best Hôtel,https://www.yelp.com/biz/best-h%C3%B4tel-lille-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,50.626,3.05218,Lille
141,Le Napoleon,https://www.yelp.com/biz/le-napoleon-lille?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,50.637,3.06985,Lille
142,Hotel Première Classe,https://www.yelp.com/biz/hotel-premi%C3%A8re-classe-lezennes-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.5,50.6067696,3.1282101,Lezennes
143,Hôtel Première Classe,https://www.yelp.com/biz/h%C3%B4tel-premi%C3%A8re-classe-lille-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,50.6373,3.06798,Lille
144,Maison Rouge,https://www.yelp.com/biz/maison-rouge-strasbourg?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.58206,7.74615,Strasbourg
145,Cour du Corbeau,https://www.yelp.com/biz/cour-du-corbeau-strasbourg?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.57917,7.75239,Strasbourg
146,Hôtel Gutenberg,https://www.yelp.com/biz/h%C3%B4tel-gutenberg-strasbourg-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.581089817777,7.7477691132387,Strasbourg
147,Hôtel Régent Petite France,https://www.yelp.com/biz/h%C3%B4tel-r%C3%A9gent-petite-france-strasbourg-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.581818,7.741732,Strasbourg
148,Hôtel de l'Europe by HappyCulture,https://www.yelp.com/biz/h%C3%B4tel-de-l-europe-by-happyculture-strasbourg-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.58223,7.74305,Strasbourg
149,Le Bouclier d'Or,https://www.yelp.com/biz/le-bouclier-d-or-strasbourg?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.58046,7.74375,Strasbourg
150,Hotel Cardinal de Rohan,https://www.yelp.com/biz/hotel-cardinal-de-rohan-strasbourg?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.58091,7.75056,Strasbourg
151,Cercle Mixte de Garnison de Strasbourg,https://www.yelp.com/biz/cercle-mixte-de-garnison-de-strasbourg-strasbourg?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.5857582,7.7513299,Strasbourg
152,Hotel de l'Ill,https://www.yelp.com/biz/hotel-de-l-ill-strasbourg-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.5804,7.75538,Strasbourg
153,Sofitel,https://www.yelp.com/biz/sofitel-strasbourg?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.58518,7.74616,Strasbourg
154,Hôtel le Kléber,https://www.yelp.com/biz/h%C3%B4tel-le-kl%C3%A9ber-strasbourg?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,48.583823,7.745053,Strasbourg
155,Mercure Strasbourg Centre Petite France,https://www.yelp.com/biz/mercure-strasbourg-centre-petite-france-strasbourg?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.5835996511053,7.7377618620901,Strasbourg
156,Le Régent Contades,https://www.yelp.com/biz/le-r%C3%A9gent-contades-strasbourg-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.58617,7.75758,Strasbourg
157,Hilton Strasbourg,https://www.yelp.com/biz/hilton-strasbourg-strasbourg-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,48.596753,7.754964,Strasbourg
158,Hôtel Okko,https://www.yelp.com/biz/h%C3%B4tel-okko-strasbourg?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.574114,7.765539,Strasbourg
159,Hôtel les Haras,https://www.yelp.com/biz/h%C3%B4tel-les-haras-strasbourg-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.577606,7.742828,Strasbourg
160,Le Colmar,https://www.yelp.com/biz/le-colmar-strasbourg?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.58345,7.73822,Strasbourg
161,Ibis Budget,https://www.yelp.com/biz/ibis-budget-strasbourg-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.5850792,7.7365799,Strasbourg
162,Hôtel Graffalgar,https://www.yelp.com/biz/h%C3%B4tel-graffalgar-strasbourg-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.5833645051162,7.73571677361065,Strasbourg
163,Hôtel D,https://www.yelp.com/biz/h%C3%B4tel-d-strasbourg?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.587995329404,7.74739991396705,Strasbourg
164,Relais du Silence,https://www.yelp.com/biz/relais-du-silence-saint-hippolyte?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.2332687,7.3681798,Saint-Hippolyte
165,Hotel des Berges,https://www.yelp.com/biz/hotel-des-berges-illhaeusern?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.18375,7.43293,Illhaeusern
166,A La Vignette,https://www.yelp.com/biz/a-la-vignette-saint-hippolyte?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.23302,7.367535,Saint-Hippolyte
167,Le Parc,https://www.yelp.com/biz/le-parc-saint-hippolyte?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.232004,7.365017,Saint-Hippolyte
168,Sci Frankenbourg,https://www.yelp.com/biz/sci-frankenbourg-vancelle-village-la-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.28353,7.30272,Vancelle Village (La)
169,Hotel Restaurant Jenny,https://www.yelp.com/biz/hotel-restaurant-jenny-kintzheim-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,48.25471,7.39512,Kintzheim
170,Hôtel Restaurant Chez Norbert,https://www.yelp.com/biz/h%C3%B4tel-restaurant-chez-norbert-bergheim-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,48.2053792,7.3632388,Bergheim
171,Resto au Cheval Blanc,https://www.yelp.com/biz/resto-au-cheval-blanc-ribeauvill%C3%A9?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,48.1965762,7.3133059,Ribeauvillé
172,Hôtel du Mouton,https://www.yelp.com/biz/h%C3%B4tel-du-mouton-ribeauville-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,48.1961023,7.3165408,Ribeauville
